MEAS_DT,EQP_CD,SLAB_NO,WD-SPD,WD-LOD,OSC-FRQ,OSC-STK,MLD-LVL
2024-01-08 00:00:03.300,CC1,S24-00001,308,7934,359,6038,9295
2024-01-08 00:00:03.700,CC1,S24-00001,308,7934,360,5974,9296
2024-01-08 00:00:03.700,CC1,S24-00001,308,7934,360,5974,9290
2024-01-08 00:00:04.000,CC1,S24-00001,308,8332,359,6019,9285
2024-01-08 00:00:04.000,CC1,S24-00001,308,8332,359,6019,9286
2024-01-08 00:00:04.300,CC1,S24-00001,320,8309,362,5973,9279
2024-01-08 00:00:04.300,CC1,S24-00001,320,8309,362,5973,9276
2024-01-08 00:00:04.500,CC1,S24-00001,320,8302,361,5985,9275
2024-01-08 00:00:04.500,CC1,S24-00001,320,8302,361,5985,9270
2024-01-08 00:00:04.700,CC1,S24-00001,320,8286,360,6050,9270
2024-01-08 00:00:04.700,CC1,S24-00001,320,8286,360,6050,9271
2024-01-08 00:00:04.900,CC1,S24-00001,320,8323,363,5948,9276
2024-01-08 00:00:04.900,CC1,S24-00001,320,8323,363,5948,9280
2024-01-08 00:00:05.300,CC1,S24-00001,320,8305,358,6052,9299
2024-01-08 00:00:05.300,CC1,S24-00001,320,8305,358,6052,9300
2024-01-08 00:00:05.500,CC1,S24-00001,319,8325,359,6018,9321
2024-01-08 00:00:05.500,CC1,S24-00001,319,8325,359,6018,9327
2024-01-08 00:00:05.700,CC1,S24-00001,320,8284,360,6022,9270
2024-01-08 00:00:05.700,CC1,S24-00001,320,8284,360,6022,9270
2024-01-08 00:00:05.800,CC1,S24-00001,319,8308,361,5981,9270
2024-01-08 00:00:05.800,CC1,S24-00001,319,8308,361,5981,9270
2024-01-08 00:00:06.200,CC1,S24-00001,319,8323,360,5996,9270
2024-01-08 00:00:06.200,CC1,S24-00001,319,8323,360,5996,9270
2024-01-08 00:00:06.400,CC1,S24-00001,320,8295,359,5982,9275
2024-01-08 00:00:06.400,CC1,S24-00001,320,8295,359,5982,9285
2024-01-08 00:00:06.500,CC1,S24-00001,308,7934,363,5948,9288
2024-01-08 00:00:06.500,CC1,S24-00001,308,7934,363,5948,9289
2024-01-08 00:00:06.800,CC1,S24-00001,319,8326,357,6104,9288
2024-01-08 00:00:06.800,CC1,S24-00001,319,8326,357,6104,9290
2024-01-08 00:00:07.000,CC1,S24-00001,319,8345,358,6097,9300
2024-01-08 00:00:07.000,CC1,S24-00001,319,8345,358,6097,9301
2024-01-08 00:00:07.300,CC1,S24-00001,321,8293,357,6079,9300
2024-01-08 00:00:07.300,CC1,S24-00001,321,8293,357,6079,9303
2024-01-08 00:00:07.500,CC1,S24-00001,321,8285,357,6089,9317
2024-01-08 00:00:07.500,CC1,S24-00001,321,8285,357,6089,9319
2024-01-08 00:00:07.800,CC1,S24-00001,320,8318,357,6091,9320
2024-01-08 00:00:07.800,CC1,S24-00001,320,8318,357,6091,9324
2024-01-08 00:00:08.000,CC1,S24-00001,308,7934,362,5948,9333
2024-01-08 00:00:08.000,CC1,S24-00001,308,7934,362,5948,9335
2024-01-08 00:00:08.200,CC1,S24-00001,320,8328,359,6055,9330
2024-01-08 00:00:08.200,CC1,S24-00001,320,8328,359,6055,9327
2024-01-08 00:00:08.400,CC1,S24-00001,320,8296,358,6031,9328
2024-01-08 00:00:08.400,CC1,S24-00001,320,8296,358,6031,9329
2024-01-08 00:00:08.600,CC1,S24-00001,321,8276,359,5992,9319
2024-01-08 00:00:08.600,CC1,S24-00001,321,8276,359,5992,9310
2024-01-08 00:00:08.900,CC1,S24-00001,320,8281,357,6115,9308
2024-01-08 00:00:08.900,CC1,S24-00001,320,8281,357,6115,9305
2024-01-08 00:00:09.100,CC1,S24-00001,319,8330,361,5994,9300
2024-01-08 00:00:09.100,CC1,S24-00001,319,8330,361,5994,9295
2024-01-08 00:00:09.400,CC1,S24-00001,321,8234,359,6014,9296
2024-01-08 00:00:09.400,CC1,S24-00001,321,8234,359,6014,9290
2024-01-08 00:00:09.700,CC1,S24-00001,320,8313,361,6040,9285
2024-01-08 00:00:09.700,CC1,S24-00001,320,8313,361,6040,9286
2024-01-08 00:00:09.900,CC1,S24-00001,308,7946,362,5983,9279
2024-01-08 00:00:09.900,CC1,S24-00001,308,7946,362,5983,9276
2024-01-08 00:00:10.100,CC1,S24-00001,320,8292,363,5948,9275
2024-01-08 00:00:10.100,CC1,S24-00001,320,8292,363,5948,9270
2024-01-08 00:00:10.300,CC1,S24-00001,320,8316,358,6073,9270
2024-01-08 00:00:10.300,CC1,S24-00001,320,8316,358,6073,9271
2024-01-08 00:00:10.500,CC1,S24-00001,320,8290,362,5991,9276
2024-01-08 00:00:10.500,CC1,S24-00001,320,8290,362,5991,9280
2024-01-08 00:00:10.700,CC1,S24-00001,319,8316,366,5948,9299
2024-01-08 00:00:10.700,CC1,S24-00001,319,8316,366,5948,9300
2024-01-08 00:00:10.900,CC1,S24-00001,309,8292,363,6035,9321
2024-01-08 00:00:10.900,CC1,S24-00001,309,8292,363,6035,9327
2024-01-08 00:00:11.100,CC1,S24-00001,320,8324,364,5948,9270
2024-01-08 00:00:11.100,CC1,S24-00001,320,8324,364,5948,9270
2024-01-08 00:00:11.400,CC1,S24-00001,319,8330,364,5948,9270
2024-01-08 00:00:11.400,CC1,S24-00001,319,8330,364,5948,9270
2024-01-08 00:00:11.500,CC1,S24-00001,320,8321,359,6061,9270
2024-01-08 00:00:11.500,CC1,S24-00001,320,8321,359,6061,9270
2024-01-08 00:00:11.900,CC1,S24-00001,308,7934,360,6040,9275
2024-01-08 00:00:11.900,CC1,S24-00001,308,7934,360,6040,9285
2024-01-08 00:00:12.200,CC1,S24-00001,321,8295,359,6054,9288
2024-01-08 00:00:12.200,CC1,S24-00001,321,8295,359,6054,9289
2024-01-08 00:00:12.700,CC1,S24-00001,320,8299,358,6041,9288
2024-01-08 00:00:12.700,CC1,S24-00001,320,8299,358,6041,9290
2024-01-08 00:00:12.800,CC1,S24-00001,320,8307,362,5995,9300
2024-01-08 00:00:12.800,CC1,S24-00001,320,8307,362,5995,9301
2024-01-08 00:00:13.000,CC1,S24-00001,320,8301,358,6108,9300
2024-01-08 00:00:13.000,CC1,S24-00001,320,8301,358,6108,9303
2024-01-08 00:00:13.200,CC1,S24-00001,321,8281,357,6122,9317
2024-01-08 00:00:13.200,CC1,S24-00001,321,8281,357,6122,9319
2024-01-08 00:00:13.400,CC1,S24-00001,320,8302,361,5997,9320
2024-01-08 00:00:13.400,CC1,S24-00001,320,8302,361,5997,9324
2024-01-08 00:00:13.600,CC1,S24-00001,321,8278,364,5948,9333
2024-01-08 00:00:13.600,CC1,S24-00001,321,8278,364,5948,9335
2024-01-08 00:00:13.900,CC1,S24-00001,321,8250,362,5979,9330
2024-01-08 00:00:13.900,CC1,S24-00001,321,8250,362,5979,9327
2024-01-08 00:00:14.100,CC1,S24-00001,320,8299,361,5996,9328
2024-01-08 00:00:14.100,CC1,S24-00001,320,8299,361,5996,9329
2024-01-08 00:00:14.400,CC1,S24-00001,321,8295,360,6064,9319
2024-01-08 00:00:14.400,CC1,S24-00001,321,8295,360,6064,9310
2024-01-08 00:00:14.600,CC1,S24-00001,321,8270,362,5948,9308
2024-01-08 00:00:14.600,CC1,S24-00001,321,8270,362,5948,9305
2024-01-08 00:00:14.800,CC1,S24-00001,319,8319,359,6077,9300
2024-01-08 00:00:14.800,CC1,S24-00001,319,8319,359,6077,9295
2024-01-08 00:00:15.000,CC1,S24-00001,321,8267,364,5948,9296
2024-01-08 00:00:15.000,CC1,S24-00001,321,8267,364,5948,9290
2024-01-08 00:00:15.200,CC1,S24-00001,320,8294,359,6041,9285
2024-01-08 00:00:15.200,CC1,S24-00001,320,8294,359,6041,9286
2024-01-08 00:00:15.500,CC1,S24-00001,308,7934,360,6065,9279
2024-01-08 00:00:15.500,CC1,S24-00001,308,7934,360,6065,9276
2024-01-08 00:00:15.800,CC1,S24-00001,309,7934,361,5970,9275
2024-01-08 00:00:15.800,CC1,S24-00001,309,7934,361,5970,9270
2024-01-08 00:00:15.900,CC1,S24-00001,321,8278,361,5974,9270
2024-01-08 00:00:15.900,CC1,S24-00001,321,8278,361,5974,9271
2024-01-08 00:00:16.200,CC1,S24-00001,308,7934,361,6024,9276
2024-01-08 00:00:16.200,CC1,S24-00001,308,7934,361,6024,9280
2024-01-08 00:00:16.400,CC1,S24-00001,319,8360,357,6114,9299
2024-01-08 00:00:16.400,CC1,S24-00001,319,8360,357,6114,9300
2024-01-08 00:00:16.700,CC1,S24-00001,320,8282,359,5966,9321
2024-01-08 00:00:16.700,CC1,S24-00001,320,8282,359,5966,9327
2024-01-08 00:00:16.900,CC1,S24-00001,320,8326,358,6048,9270
2024-01-08 00:00:16.900,CC1,S24-00001,320,8326,358,6048,9270
2024-01-08 00:00:17.100,CC1,S24-00001,321,8279,358,6069,9270
2024-01-08 00:00:17.100,CC1,S24-00001,321,8279,358,6069,9270
2024-01-08 00:00:17.300,CC1,S24-00001,308,7934,362,5979,9270
2024-01-08 00:00:17.300,CC1,S24-00001,308,7934,362,5979,9270
2024-01-08 00:00:17.600,CC1,S24-00001,320,8315,358,5983,9275
2024-01-08 00:00:17.600,CC1,S24-00001,320,8315,358,5983,9285
2024-01-08 00:00:17.700,CC1,S24-00001,320,8340,360,6010,9288
2024-01-08 00:00:17.700,CC1,S24-00001,320,8340,360,6010,9289
2024-01-08 00:00:18.100,CC1,S24-00001,321,8280,363,6034,9288
2024-01-08 00:00:18.100,CC1,S24-00001,321,8280,363,6034,9290
2024-01-08 00:00:18.300,CC1,S24-00001,308,7934,362,5961,9300
2024-01-08 00:00:18.300,CC1,S24-00001,308,7934,362,5961,9301
2024-01-08 00:00:18.500,CC1,S24-00001,320,8316,359,6020,9300
2024-01-08 00:00:18.500,CC1,S24-00001,320,8316,359,6020,9303
2024-01-08 00:00:18.900,CC1,S24-00001,308,7934,363,5948,9317
2024-01-08 00:00:18.900,CC1,S24-00001,308,7934,363,5948,9319
2024-01-08 00:00:19.300,CC1,S24-00001,309,7934,363,5948,9320
2024-01-08 00:00:19.300,CC1,S24-00001,309,7934,363,5948,9324
2024-01-08 00:00:19.500,CC1,S24-00001,320,8303,357,6127,9333
2024-01-08 00:00:19.500,CC1,S24-00001,320,8303,357,6127,9335
2024-01-08 00:00:19.700,CC1,S24-00001,309,8267,362,5969,9330
2024-01-08 00:00:19.700,CC1,S24-00001,309,8267,362,5969,9327
2024-01-08 00:00:20.000,CC1,S24-00001,320,8312,363,5948,9328
2024-01-08 00:00:20.000,CC1,S24-00001,320,8312,363,5948,9329
2024-01-08 00:00:20.100,CC1,S24-00001,320,8279,362,5961,9319
2024-01-08 00:00:20.100,CC1,S24-00001,320,8279,362,5961,9310
2024-01-08 00:00:20.400,CC1,S24-00001,320,8298,359,6031,9308
2024-01-08 00:00:20.400,CC1,S24-00001,320,8298,359,6031,9305
2024-01-08 00:00:20.500,CC1,S24-00001,320,8333,358,6086,9300
2024-01-08 00:00:20.500,CC1,S24-00001,320,8333,358,6086,9295
2024-01-08 00:00:20.800,CC1,S24-00001,320,8302,360,6027,9296
2024-01-08 00:00:20.800,CC1,S24-00001,320,8302,360,6027,9290
2024-01-08 00:00:21.100,CC1,S24-00001,320,8313,359,6017,9285
2024-01-08 00:00:21.100,CC1,S24-00001,320,8313,359,6017,9286
2024-01-08 00:00:21.300,CC1,S24-00001,319,8332,359,6013,9279
2024-01-08 00:00:21.300,CC1,S24-00001,319,8332,359,6013,9276
2024-01-08 00:00:21.500,CC1,S24-00001,308,8313,364,5975,9275
2024-01-08 00:00:21.500,CC1,S24-00001,308,8313,364,5975,9270
2024-01-08 00:00:21.800,CC1,S24-00001,320,8313,361,5976,9270
2024-01-08 00:00:21.800,CC1,S24-00001,320,8313,361,5976,9271
2024-01-08 00:00:22.000,CC1,S24-00001,319,8320,359,6070,9276
2024-01-08 00:00:22.000,CC1,S24-00001,319,8320,359,6070,9280
2024-01-08 00:00:22.200,CC1,S24-00001,319,8364,360,5985,9299
2024-01-08 00:00:22.200,CC1,S24-00001,319,8364,360,5985,9300
2024-01-08 00:00:22.400,CC1,S24-00001,309,8044,363,5948,9321
2024-01-08 00:00:22.400,CC1,S24-00001,309,8044,363,5948,9327
2024-01-08 00:00:22.700,CC1,S24-00001,308,8302,363,5948,9270
2024-01-08 00:00:22.700,CC1,S24-00001,308,8302,363,5948,9270
2024-01-08 00:00:22.900,CC1,S24-00001,320,8292,360,6075,9270
2024-01-08 00:00:22.900,CC1,S24-00001,320,8292,360,6075,9270
2024-01-08 00:00:23.100,CC1,S24-00001,319,8357,359,5987,9270
2024-01-08 00:00:23.100,CC1,S24-00001,319,8357,359,5987,9270
2024-01-08 00:00:23.500,CC1,S24-00001,320,8298,359,6095,9270
2024-01-08 00:00:23.500,CC1,S24-00001,320,8298,359,6095,9270
2024-01-08 00:00:23.800,CC1,S24-00001,320,8269,362,5960,9270
2024-01-08 00:00:23.800,CC1,S24-00001,320,8269,362,5960,9270
2024-01-08 00:00:24.000,CC1,S24-00001,320,8300,357,6005,9270
2024-01-08 00:00:24.000,CC1,S24-00001,320,8300,357,6005,9270
2024-01-08 00:00:24.100,CC1,S24-00001,309,7934,357,6043,9270
2024-01-08 00:00:24.100,CC1,S24-00001,309,7934,357,6043,9270
2024-01-08 00:00:24.200,CC1,S24-00001,320,8326,362,5949,9270
2024-01-08 00:00:24.200,CC1,S24-00001,320,8326,362,5949,9270
2024-01-08 00:00:24.600,CC1,S24-00001,320,8317,359,5963,9270
2024-01-08 00:00:24.600,CC1,S24-00001,320,8317,359,5963,9270
2024-01-08 00:00:24.700,CC1,S24-00001,321,8292,361,6054,9270
2024-01-08 00:00:24.700,CC1,S24-00001,321,8292,361,6054,9270
2024-01-08 00:00:25.000,CC1,S24-00001,320,8296,359,6003,9270
2024-01-08 00:00:25.000,CC1,S24-00001,320,8296,359,6003,9270
2024-01-08 00:00:25.300,CC1,S24-00001,321,8264,364,5948,9270
2024-01-08 00:00:25.300,CC1,S24-00001,321,8264,364,5948,9270
2024-01-08 00:00:25.400,CC1,S24-00001,320,8330,362,6001,9270
2024-01-08 00:00:25.400,CC1,S24-00001,320,8330,362,6001,9270
2024-01-08 00:00:25.700,CC1,S24-00001,320,8275,359,6000,9270
2024-01-08 00:00:25.700,CC1,S24-00001,320,8275,359,6000,9270
2024-01-08 00:00:25.900,CC1,S24-00001,320,8340,357,6002,9270
2024-01-08 00:00:25.900,CC1,S24-00001,320,8340,357,6002,9270
2024-01-08 00:00:26.200,CC1,S24-00001,320,8297,362,5948,9270
2024-01-08 00:00:26.200,CC1,S24-00001,320,8297,362,5948,9270
2024-01-08 00:00:26.300,CC1,S24-00001,320,8320,363,5948,9270
2024-01-08 00:00:26.300,CC1,S24-00001,320,8320,363,5948,9275
2024-01-08 00:00:26.600,CC1,S24-00001,320,8326,362,5948,9285
2024-01-08 00:00:26.600,CC1,S24-00001,320,8326,362,5948,9288
2024-01-08 00:00:26.900,CC1,S24-00001,319,8344,357,6114,9289
2024-01-08 00:00:26.900,CC1,S24-00001,319,8344,357,6114,9288
2024-01-08 00:00:27.100,CC1,S24-00001,320,8315,360,6035,9290
2024-01-08 00:00:27.100,CC1,S24-00001,320,8315,360,6035,9300
2024-01-08 00:00:27.300,CC1,S24-00001,320,8337,363,5970,9301
2024-01-08 00:00:27.300,CC1,S24-00001,320,8337,363,5970,9300
2024-01-08 00:00:27.400,CC1,S24-00001,308,7934,361,5962,9303
2024-01-08 00:00:27.400,CC1,S24-00001,308,7934,361,5962,9317
2024-01-08 00:00:27.800,CC1,S24-00001,308,7951,360,5958,9319
2024-01-08 00:00:27.800,CC1,S24-00001,308,7951,360,5958,9320
2024-01-08 00:00:28.000,CC1,S24-00001,320,8309,361,6019,9324
2024-01-08 00:00:28.000,CC1,S24-00001,320,8309,361,6019,9333
2024-01-08 00:00:28.200,CC1,S24-00001,320,8339,359,6050,9335
2024-01-08 00:00:28.200,CC1,S24-00001,320,8339,359,6050,9330
2024-01-08 00:00:28.400,CC1,S24-00001,320,8327,360,5970,9327
2024-01-08 00:00:28.400,CC1,S24-00001,320,8327,360,5970,9328
2024-01-08 00:00:28.700,CC1,S24-00001,320,8310,358,6027,9329
2024-01-08 00:00:28.700,CC1,S24-00001,320,8310,358,6027,9319
2024-01-08 00:00:28.800,CC1,S24-00001,320,8308,357,6073,9310
2024-01-08 00:00:28.800,CC1,S24-00001,320,8308,357,6073,9308
2024-01-08 00:00:29.100,CC1,S24-00001,308,7957,361,5948,9305
2024-01-08 00:00:29.100,CC1,S24-00001,308,7957,361,5948,9300
2024-01-08 00:00:29.400,CC1,S24-00001,319,8331,359,6025,9295
2024-01-08 00:00:29.400,CC1,S24-00001,319,8331,359,6025,9296
2024-01-08 00:00:29.500,CC1,S24-00001,320,8278,364,5948,9290
2024-01-08 00:00:29.500,CC1,S24-00001,320,8278,364,5948,9285
2024-01-08 00:00:29.800,CC1,S24-00001,319,8381,363,5948,9286
2024-01-08 00:00:29.800,CC1,S24-00001,319,8381,363,5948,9279
2024-01-08 00:00:30.100,CC1,S24-00001,321,8284,361,6007,9276
2024-01-08 00:00:30.100,CC1,S24-00001,321,8284,361,6007,9275
2024-01-08 00:00:30.200,CC1,S24-00001,319,8321,358,6054,9270
2024-01-08 00:00:30.200,CC1,S24-00001,319,8321,358,6054,9270
2024-01-08 00:00:30.500,CC1,S24-00001,308,7934,359,5997,9271
2024-01-08 00:00:30.500,CC1,S24-00001,308,7934,359,5997,9276
2024-01-08 00:00:30.800,CC1,S24-00001,320,8316,360,6009,9280
2024-01-08 00:00:30.800,CC1,S24-00001,320,8316,360,6009,9299
2024-01-08 00:00:30.900,CC1,S24-00001,321,8277,359,6036,9300
2024-01-08 00:00:30.900,CC1,S24-00001,321,8277,359,6036,9321
2024-01-08 00:00:31.200,CC1,S24-00001,308,7934,358,6084,9327
2024-01-08 00:00:31.200,CC1,S24-00001,308,7934,358,6084,9270
2024-01-08 00:00:31.400,CC1,S24-00001,321,8295,359,5988,9270
2024-01-08 00:00:31.400,CC1,S24-00001,321,8295,359,5988,9270
2024-01-08 00:00:31.800,CC1,S24-00001,320,8338,361,6002,9270
2024-01-08 00:00:31.800,CC1,S24-00001,320,8338,361,6002,9270
2024-01-08 00:00:32.000,CC1,S24-00001,320,8345,361,6018,9270
2024-01-08 00:00:32.000,CC1,S24-00001,320,8345,361,6018,9275
2024-01-08 00:00:32.400,CC1,S24-00001,308,7934,358,6090,9285
2024-01-08 00:00:32.400,CC1,S24-00001,308,7934,358,6090,9288
2024-01-08 00:00:32.600,CC1,S24-00001,308,7934,361,5980,9289
2024-01-08 00:00:32.600,CC1,S24-00001,308,7934,361,5980,9288
2024-01-08 00:00:32.900,CC1,S24-00001,308,7946,359,6084,9290
2024-01-08 00:00:32.900,CC1,S24-00001,308,7946,359,6084,9300
2024-01-08 00:00:33.000,CC1,S24-00001,320,8318,359,6000,9301
2024-01-08 00:00:33.000,CC1,S24-00001,320,8318,359,6000,9300
2024-01-08 00:00:33.200,CC1,S24-00001,320,8275,360,5987,9303
2024-01-08 00:00:33.200,CC1,S24-00001,320,8275,360,5987,9317
2024-01-08 00:00:33.500,CC1,S24-00001,320,8323,358,6099,9319
2024-01-08 00:00:33.500,CC1,S24-00001,320,8323,358,6099,9320
2024-01-08 00:00:33.700,CC1,S24-00001,321,8302,357,6051,9324
2024-01-08 00:00:33.700,CC1,S24-00001,321,8302,357,6051,9333
2024-01-08 00:00:34.000,CC1,S24-00001,320,8295,357,6104,9335
2024-01-08 00:00:34.000,CC1,S24-00001,320,8295,357,6104,9330
2024-01-08 00:00:34.300,CC1,S24-00001,320,8288,364,5971,9327
2024-01-08 00:00:34.300,CC1,S24-00001,320,8288,364,5971,9328
2024-01-08 00:00:34.400,CC1,S24-00001,320,8300,360,6059,9329
2024-01-08 00:00:34.400,CC1,S24-00001,320,8300,360,6059,9319
2024-01-08 00:00:34.700,CC1,S24-00001,320,8274,359,6000,9310
2024-01-08 00:00:34.700,CC1,S24-00001,320,8274,359,6000,9308
2024-01-08 00:00:34.900,CC1,S24-00001,320,8306,363,5948,9305
2024-01-08 00:00:34.900,CC1,S24-00001,320,8306,363,5948,9300
2024-01-08 00:00:35.000,CC1,S24-00001,320,8301,362,5955,9295
2024-01-08 00:00:35.000,CC1,S24-00001,320,8301,362,5955,9296
2024-01-08 00:00:35.500,CC1,S24-00001,319,8325,360,6036,9290
2024-01-08 00:00:35.500,CC1,S24-00001,319,8325,360,6036,9285
2024-01-08 00:00:35.600,CC1,S24-00001,320,8322,360,6097,9286
2024-01-08 00:00:35.600,CC1,S24-00001,320,8322,360,6097,9279
2024-01-08 00:00:35.900,CC1,S24-00001,309,7934,362,5991,9276
2024-01-08 00:00:35.900,CC1,S24-00001,309,7934,362,5991,9275
2024-01-08 00:00:36.200,CC1,S24-00001,319,8351,358,6039,9270
2024-01-08 00:00:36.200,CC1,S24-00001,319,8351,358,6039,9270
2024-01-08 00:00:36.500,CC1,S24-00001,320,8276,362,5994,9271
2024-01-08 00:00:36.500,CC1,S24-00001,320,8276,362,5994,9276
2024-01-08 00:00:36.700,CC1,S24-00001,308,7934,365,5948,9280
2024-01-08 00:00:36.700,CC1,S24-00001,308,7934,365,5948,9299
2024-01-08 00:00:37.100,CC1,S24-00001,308,7934,365,5961,9300
2024-01-08 00:00:37.100,CC1,S24-00001,308,7934,365,5961,9321
2024-01-08 00:00:37.300,CC1,S24-00001,321,8253,361,6001,9327
2024-01-08 00:00:37.300,CC1,S24-00001,321,8253,361,6001,9270
2024-01-08 00:00:37.700,CC1,S24-00001,320,8305,360,6022,9270
2024-01-08 00:00:37.700,CC1,S24-00001,320,8305,360,6022,9270
2024-01-08 00:00:37.900,CC1,S24-00001,320,8299,360,5991,9270
2024-01-08 00:00:37.900,CC1,S24-00001,320,8299,360,5991,9270
2024-01-08 00:00:38.100,CC1,S24-00001,320,8326,363,5948,9270
2024-01-08 00:00:38.100,CC1,S24-00001,320,8326,363,5948,9275
2024-01-08 00:00:38.300,CC1,S24-00001,308,7934,362,5948,9285
2024-01-08 00:00:38.300,CC1,S24-00001,308,7934,362,5948,9288
2024-01-08 00:00:38.500,CC1,S24-00001,320,8311,362,6064,9289
2024-01-08 00:00:38.500,CC1,S24-00001,320,8311,362,6064,9288
2024-01-08 00:00:38.900,CC1,S24-00001,320,8314,357,6050,9290
2024-01-08 00:00:38.900,CC1,S24-00001,320,8314,357,6050,9300
2024-01-08 00:00:39.000,CC1,S24-00001,320,8298,360,6003,9301
2024-01-08 00:00:39.000,CC1,S24-00001,320,8298,360,6003,9300
2024-01-08 00:00:39.300,CC1,S24-00001,321,8259,361,6029,9303
2024-01-08 00:00:39.300,CC1,S24-00001,321,8259,361,6029,9317
2024-01-08 00:00:39.600,CC1,S24-00001,309,7934,360,6094,9319
2024-01-08 00:00:39.600,CC1,S24-00001,309,7934,360,6094,9320
2024-01-08 00:00:39.700,CC1,S24-00001,308,8378,358,6136,9324
2024-01-08 00:00:39.700,CC1,S24-00001,308,8378,358,6136,9333
2024-01-08 00:00:39.900,CC1,S24-00001,321,8286,361,6042,9335
2024-01-08 00:00:39.900,CC1,S24-00001,321,8286,361,6042,9330
2024-01-08 00:00:40.200,CC1,S24-00001,319,8350,362,5948,9327
2024-01-08 00:00:40.200,CC1,S24-00001,319,8350,362,5948,9328
2024-01-08 00:00:40.400,CC1,S24-00001,320,8317,362,5957,9329
2024-01-08 00:00:40.400,CC1,S24-00001,320,8317,362,5957,9319
2024-01-08 00:00:40.700,CC1,S24-00001,319,8340,361,5991,9310
2024-01-08 00:00:40.700,CC1,S24-00001,319,8340,361,5991,9308
2024-01-08 00:00:40.800,CC1,S24-00001,321,8288,361,5948,9305
2024-01-08 00:00:40.800,CC1,S24-00001,321,8288,361,5948,9300
2024-01-08 00:00:41.000,CC1,S24-00001,320,8294,361,6004,9295
2024-01-08 00:00:41.000,CC1,S24-00001,320,8294,361,6004,9296
2024-01-08 00:00:41.200,CC1,S24-00001,320,8307,357,6140,9290
2024-01-08 00:00:41.200,CC1,S24-00001,320,8307,357,6140,9285
2024-01-08 00:00:41.600,CC1,S24-00001,321,8289,361,6020,9286
2024-01-08 00:00:41.600,CC1,S24-00001,321,8289,361,6020,9279
2024-01-08 00:00:41.900,CC1,S24-00001,308,7934,361,5948,9276
2024-01-08 00:00:41.900,CC1,S24-00001,308,7934,361,5948,9275
2024-01-08 00:00:42.300,CC1,S24-00001,308,7934,360,5981,9270
2024-01-08 00:00:42.300,CC1,S24-00001,308,7934,360,5981,9270
2024-01-08 00:00:42.500,CC1,S24-00001,320,8320,362,5952,9271
2024-01-08 00:00:42.500,CC1,S24-00001,320,8320,362,5952,9276
2024-01-08 00:00:42.800,CC1,S24-00001,320,8324,361,6024,9280
2024-01-08 00:00:42.800,CC1,S24-00001,320,8324,361,6024,9299
2024-01-08 00:00:43.100,CC1,S24-00001,320,8299,362,5948,9300
2024-01-08 00:00:43.100,CC1,S24-00001,320,8299,362,5948,9321
2024-01-08 00:00:43.300,CC1,S24-00001,308,7934,361,6024,9327
2024-01-08 00:00:43.300,CC1,S24-00001,308,7934,361,6024,9270
2024-01-08 00:00:43.700,CC1,S24-00001,320,8314,360,6003,9270
