MEAS_DT,BURST_ID,EQP_CD,SMP_NO,VIB-AGT
2024-01-20 00:00:00.000,A24-0001,P1-SP1-AGT01,145,1.6640625
2024-01-20 00:00:00.000,A24-0001,P1-SP1-AGT01,146,2.04296875
2024-01-20 00:00:00.000,A24-0001,P1-SP1-AGT01,147,1.9765625
2024-01-20 00:00:00.000,A24-0001,P1-SP1-AGT01,148,2.0390625
2024-01-20 00:00:00.000,A24-0001,P1-SP1-AGT01,149,1.984375
2024-01-20 00:00:00.000,A24-0001,P1-SP1-AGT01,150,2.03515625
2024-01-20 00:00:00.000,A24-0001,P1-SP1-AGT01,151,1.70703125
2024-01-20 00:00:00.000,A24-0001,P1-SP1-AGT01,152,1.1484375
2024-01-20 00:00:00.000,A24-0001,P1-SP1-AGT01,153,0.76953125
2024-01-20 00:00:00.000,A24-0001,P1-SP1-AGT01,154,0.97265625
2024-01-20 00:00:00.000,A24-0001,P1-SP1-AGT01,155,1.16015625
2024-01-20 00:00:00.000,A24-0001,P1-SP1-AGT01,156,1.10546875
2024-01-20 00:00:00.000,A24-0001,P1-SP1-AGT01,157,1.15625
2024-01-20 00:00:00.000,A24-0001,P1-SP1-AGT01,158,1.203125
2024-01-20 00:00:00.000,A24-0001,P1-SP1-AGT01,159,0.81640625
2024-01-20 00:00:00.000,A24-0001,P1-SP1-AGT01,160,0.55859375
2024-01-20 00:00:00.000,A24-0001,P1-SP1-AGT01,161,-0.1484375
2024-01-20 00:00:00.000,A24-0001,P1-SP1-AGT01,162,-1.06640625
2024-01-20 00:00:00.000,A24-0001,P1-SP1-AGT01,163,-1.6796875
2024-01-20 00:00:00.000,A24-0001,P1-SP1-AGT01,164,-2.01171875
2024-01-20 00:00:00.000,A24-0001,P1-SP1-AGT01,165,-1.91015625
2024-01-20 00:00:00.000,A24-0001,P1-SP1-AGT01,166,-2.0
2024-01-20 00:00:00.000,A24-0001,P1-SP1-AGT01,167,-1.91796875
2024-01-20 00:00:00.000,A24-0001,P1-SP1-AGT01,168,-1.9921875
2024-01-20 00:00:00.000,A24-0001,P1-SP1-AGT01,169,-2.05859375
2024-01-20 00:00:00.000,A24-0001,P1-SP1-AGT01,170,-1.99609375
2024-01-20 00:00:00.000,A24-0001,P1-SP1-AGT01,171,-2.05078125
2024-01-20 00:00:00.000,A24-0001,P1-SP1-AGT01,172,-2.0
2024-01-20 00:00:00.000,A24-0001,P1-SP1-AGT01,173,-1.953125
2024-01-20 00:00:00.000,A24-0001,P1-SP1-AGT01,174,-1.99609375
2024-01-20 00:00:00.000,A24-0001,P1-SP1-AGT01,175,-1.80078125
2024-01-20 00:00:00.000,A24-0001,P1-SP1-AGT01,176,-1.26953125
2024-01-20 00:00:00.000,A24-0001,P1-SP1-AGT01,177,-0.58203125
2024-01-20 00:00:00.000,A24-0001,P1-SP1-AGT01,178,-0.85546875
2024-01-20 00:00:00.000,A24-0001,P1-SP1-AGT01,179,-1.10546875
2024-01-20 00:00:00.000,A24-0001,P1-SP1-AGT01,180,-1.63671875
2024-01-20 00:00:00.000,A24-0001,P1-SP1-AGT01,181,-1.43359375
2024-01-20 00:00:00.000,A24-0001,P1-SP1-AGT01,182,-0.9921875
2024-01-20 00:00:00.000,A24-0001,P1-SP1-AGT01,183,-0.1328125
2024-01-20 00:00:00.000,A24-0001,P1-SP1-AGT01,184,0.9765625
2024-01-20 00:00:00.000,A24-0001,P1-SP1-AGT01,185,1.421875
2024-01-20 00:00:00.000,A24-0001,P1-SP1-AGT01,186,1.2890625
2024-01-20 00:00:00.000,A24-0001,P1-SP1-AGT01,187,1.16796875
2024-01-20 00:00:00.000,A24-0001,P1-SP1-AGT01,188,1.5
2024-01-20 00:00:00.000,A24-0001,P1-SP1-AGT01,189,1.1953125
2024-01-20 00:00:00.000,A24-0001,P1-SP1-AGT01,190,1.83984375
2024-01-20 00:00:00.000,A24-0001,P1-SP1-AGT01,191,1.921875
2024-01-20 00:00:00.000,A24-0001,P1-SP1-AGT01,192,1.99609375
2024-01-20 00:00:00.000,A24-0001,P1-SP1-AGT01,193,2.0625
2024-01-20 00:00:00.000,A24-0001,P1-SP1-AGT01,194,2.0
2024-01-20 00:00:00.000,A24-0001,P1-SP1-AGT01,195,1.9453125
2024-01-20 00:00:00.000,A24-0001,P1-SP1-AGT01,196,1.99609375
2024-01-20 00:00:00.000,A24-0001,P1-SP1-AGT01,197,2.04296875
2024-01-20 00:00:00.000,A24-0001,P1-SP1-AGT01,198,2.0
2024-01-20 00:00:00.000,A24-0001,P1-SP1-AGT01,199,1.9609375
2024-01-20 00:00:00.000,A24-0001,P1-SP1-AGT01,200,1.99609375
2024-01-20 00:00:00.000,A24-0001,P1-SP1-AGT01,201,3.041015625
2024-01-20 00:00:00.000,A24-0001,P1-SP1-AGT01,202,3.0
2024-01-20 00:00:00.000,A24-0001,P1-SP1-AGT01,203,2.96484375
2024-01-20 00:00:00.000,A24-0001,P1-SP1-AGT01,204,3.0
2024-01-20 00:00:00.000,A24-0001,P1-SP1-AGT01,205,2.970703125
2024-01-20 00:00:00.000,A24-0001,P1-SP1-AGT01,206,2.765625
2024-01-20 00:00:00.000,A24-0001,P1-SP1-AGT01,207,2.3671875
2024-01-20 00:00:00.000,A24-0001,P1-SP1-AGT01,208,1.48828125
2024-01-20 00:00:00.000,A24-0001,P1-SP1-AGT01,209,0.609375
2024-01-20 00:00:00.000,A24-0001,P1-SP1-AGT01,210,-0.421875
2024-01-20 00:00:00.000,A24-0001,P1-SP1-AGT01,211,-1.11328125
2024-01-20 00:00:00.000,A24-0001,P1-SP1-AGT01,212,-0.73828125
2024-01-20 00:00:00.000,A24-0001,P1-SP1-AGT01,213,-2.2265625
2024-01-20 00:00:00.000,A24-0001,P1-SP1-AGT01,214,-2.830078125
2024-01-20 00:00:00.000,A24-0001,P1-SP1-AGT01,215,-3.01171875
2024-01-20 00:00:00.000,A24-0001,P1-SP1-AGT01,216,-2.84765625
2024-01-20 00:00:00.000,A24-0001,P1-SP1-AGT01,217,-3.0
2024-01-20 00:00:00.000,A24-0001,P1-SP1-AGT01,218,-2.865234375
2024-01-20 00:00:00.000,A24-0001,P1-SP1-AGT01,219,-2.98828125
2024-01-20 00:00:00.000,A24-0001,P1-SP1-AGT01,220,-3.099609375
2024-01-20 00:00:00.000,A24-0001,P1-SP1-AGT01,221,-2.0
2024-01-20 00:00:00.000,A24-0001,P1-SP1-AGT01,222,-1.9375
2024-01-20 00:00:00.000,A24-0001,P1-SP1-AGT01,223,-1.9921875
2024-01-20 00:00:00.000,A24-0001,P1-SP1-AGT01,224,-2.04296875
2024-01-20 00:00:00.000,A24-0001,P1-SP1-AGT01,225,-1.99609375
2024-01-20 00:00:00.000,A24-0001,P1-SP1-AGT01,226,-2.0390625
2024-01-20 00:00:00.000,A24-0001,P1-SP1-AGT01,227,-2.0
2024-01-20 00:00:00.000,A24-0001,P1-SP1-AGT01,228,-1.96484375
2024-01-20 00:00:00.000,A24-0001,P1-SP1-AGT01,229,-1.99609375
2024-01-20 00:00:00.000,A24-0001,P1-SP1-AGT01,230,-2.0234375
2024-01-20 00:00:00.000,A24-0001,P1-SP1-AGT01,231,-2.0
2024-01-20 00:00:00.000,A24-0001,P1-SP1-AGT01,232,-1.9765625
2024-01-20 00:00:00.000,A24-0001,P1-SP1-AGT01,233,-1.99609375
2024-01-20 00:00:00.000,A24-0001,P1-SP1-AGT01,234,-2.015625
2024-01-20 00:00:00.000,A24-0001,P1-SP1-AGT01,235,-2.0
2024-01-20 00:00:00.000,A24-0001,P1-SP1-AGT01,236,-1.75390625
2024-01-20 00:00:00.000,A24-0001,P1-SP1-AGT01,237,-1.22265625
2024-01-20 00:00:00.000,A24-0001,P1-SP1-AGT01,238,-0.078125
2024-01-20 00:00:00.000,A24-0001,P1-SP1-AGT01,239,2.05859375
2024-01-20 00:00:00.000,A24-0001,P1-SP1-AGT01,240,1.76953125
2024-01-20 00:00:00.000,A24-0001,P1-SP1-AGT01,241,2.03515625
2024-01-20 00:00:00.000,A24-0001,P1-SP1-AGT01,242,1.796875
2024-01-20 00:00:00.000,A24-0001,P1-SP1-AGT01,243,2.015625
2024-01-20 00:00:00.000,A24-0001,P1-SP1-AGT01,244,1.81640625
2024-01-20 00:00:00.000,A24-0001,P1-SP1-AGT01,245,1.99609375
2024-01-20 00:00:00.000,A24-0001,P1-SP1-AGT01,246,2.16015625
2024-01-20 00:00:00.000,A24-0001,P1-SP1-AGT01,247,2.01171875
2024-01-20 00:00:00.000,A24-0001,P1-SP1-AGT01,248,1.87890625
2024-01-20 00:00:00.000,A24-0001,P1-SP1-AGT01,249,2.0
2024-01-20 00:00:00.000,A24-0001,P1-SP1-AGT01,250,1.890625
2024-01-20 00:00:00.000,A24-0001,P1-SP1-AGT01,251,1.9921875
2024-01-20 00:00:00.000,A24-0001,P1-SP1-AGT01,252,2.08203125
2024-01-20 00:00:00.000,A24-0001,P1-SP1-AGT01,253,2.0
2024-01-20 00:00:00.000,A24-0001,P1-SP1-AGT01,254,1.92578125
2024-01-20 00:00:00.000,A24-0001,P1-SP1-AGT01,255,1.9921875
2024-01-20 00:00:00.000,A24-0001,P1-SP1-AGT01,256,2.0546875
2024-01-20 00:00:00.000,A24-0001,P1-SP1-AGT01,257,2.0
2024-01-20 00:00:00.000,A24-0001,P1-SP1-AGT01,258,1.94921875
2024-01-20 00:00:00.000,A24-0001,P1-SP1-AGT01,259,1.99609375
2024-01-20 00:00:00.000,A24-0001,P1-SP1-AGT01,260,2.0390625
2024-01-20 00:00:00.000,A24-0001,P1-SP1-AGT01,261,1.453125
2024-01-20 00:00:00.000,A24-0001,P1-SP1-AGT01,262,1.03515625
2024-01-20 00:00:00.000,A24-0001,P1-SP1-AGT01,263,1.72265625
2024-01-20 00:00:00.000,A24-0001,P1-SP1-AGT01,264,1.26171875
2024-01-20 00:00:00.000,A24-0001,P1-SP1-AGT01,265,0.0
2024-01-20 00:00:00.000,A24-0001,P1-SP1-AGT01,266,-1.26171875
2024-01-20 00:00:00.000,A24-0001,P1-SP1-AGT01,267,-2.08203125
2024-01-20 00:00:00.000,A24-0001,P1-SP1-AGT01,268,-1.93359375
2024-01-20 00:00:00.000,A24-0001,P1-SP1-AGT01,269,-2.06640625
2024-01-20 00:00:00.000,A24-0001,P1-SP1-AGT01,270,-1.9453125
2024-01-20 00:00:00.000,A24-0001,P1-SP1-AGT01,271,-2.0546875
2024-01-20 00:00:00.000,A24-0001,P1-SP1-AGT01,272,-1.953125
2024-01-20 00:00:00.000,A24-0001,P1-SP1-AGT01,273,-2.04296875
2024-01-20 00:00:00.000,A24-0001,P1-SP1-AGT01,274,-1.9609375
2024-01-20 00:00:00.000,A24-0001,P1-SP1-AGT01,275,-2.03515625
2024-01-20 00:00:00.000,A24-0001,P1-SP1-AGT01,276,-1.96875
2024-01-20 00:00:00.000,A24-0001,P1-SP1-AGT01,277,-2.03125
2024-01-20 00:00:00.000,A24-0001,P1-SP1-AGT01,278,-1.9765625
2024-01-20 00:00:00.000,A24-0001,P1-SP1-AGT01,279,-2.02734375
2024-01-20 00:00:00.000,A24-0001,P1-SP1-AGT01,280,-1.98046875
2024-01-20 00:00:00.000,A24-0001,P1-SP1-AGT01,281,-2.0234375
2024-01-20 00:00:00.000,A24-0001,P1-SP1-AGT01,282,-1.984375
2024-01-20 00:00:00.000,A24-0001,P1-SP1-AGT01,283,-2.01953125
2024-01-20 00:00:00.000,A24-0001,P1-SP1-AGT01,284,-1.98828125
2024-01-20 00:00:00.000,A24-0001,P1-SP1-AGT01,285,-2.015625
2024-01-20 00:00:00.000,A24-0001,P1-SP1-AGT01,286,-1.9921875
2024-01-20 00:00:00.000,A24-0001,P1-SP1-AGT01,287,-2.015625
2024-01-20 00:00:00.000,A24-0001,P1-SP1-AGT01,288,-1.99609375
2024-01-20 00:00:00.000,A24-0001,P1-SP1-AGT01,289,-1.69921875
2024-01-20 00:00:00.000,A24-0001,P1-SP1-AGT01,290,-1.0546875
2024-01-20 00:00:00.000,A24-0001,P1-SP1-AGT01,291,0.33203125
2024-01-20 00:00:00.000,A24-0001,P1-SP1-AGT01,292,0.9296875
2024-01-20 00:00:00.000,A24-0001,P1-SP1-AGT01,293,0.02734375
2024-01-20 00:00:00.000,A24-0001,P1-SP1-AGT01,294,0.19140625
2024-01-20 00:00:00.000,A24-0001,P1-SP1-AGT01,295,0.33984375
2024-01-20 00:00:00.000,A24-0001,P1-SP1-AGT01,296,1.28515625
2024-01-20 00:00:00.000,A24-0001,P1-SP1-AGT01,297,1.8984375
2024-01-20 00:00:00.000,A24-0001,P1-SP1-AGT01,298,2.0078125
2024-01-20 00:00:00.000,A24-0001,P1-SP1-AGT01,299,1.90625
2024-01-20 00:00:00.000,A24-0001,P1-SP1-AGT01,300,1.99609375
2024-01-20 00:00:00.000,A24-0001,P1-SP1-AGT01,301,3.1171875
2024-01-20 00:00:00.000,A24-0001,P1-SP1-AGT01,302,3.005859375
2024-01-20 00:00:00.000,A24-0001,P1-SP1-AGT01,303,2.90625
2024-01-20 00:00:00.000,A24-0001,P1-SP1-AGT01,304,3.0
2024-01-20 00:00:00.000,A24-0001,P1-SP1-AGT01,305,2.91796875
2024-01-20 00:00:00.000,A24-0001,P1-SP1-AGT01,306,2.994140625
2024-01-20 00:00:00.000,A24-0001,P1-SP1-AGT01,307,3.064453125
2024-01-20 00:00:00.000,A24-0001,P1-SP1-AGT01,308,3.0
2024-01-20 00:00:00.000,A24-0001,P1-SP1-AGT01,309,2.94140625
2024-01-20 00:00:00.000,A24-0001,P1-SP1-AGT01,310,2.994140625
2024-01-20 00:00:00.000,A24-0001,P1-SP1-AGT01,311,3.041015625
2024-01-20 00:00:00.000,A24-0001,P1-SP1-AGT01,312,3.0
2024-01-20 00:00:00.000,A24-0001,P1-SP1-AGT01,313,2.96484375
2024-01-20 00:00:00.000,A24-0001,P1-SP1-AGT01,314,3.0
2024-01-20 00:00:00.000,A24-0001,P1-SP1-AGT01,315,2.970703125
2024-01-20 00:00:00.000,A24-0001,P1-SP1-AGT01,316,3.0
2024-01-20 00:00:00.000,A24-0001,P1-SP1-AGT01,317,2.9765625
2024-01-20 00:00:00.000,A24-0001,P1-SP1-AGT01,318,2.607421875
2024-01-20 00:00:00.000,A24-0001,P1-SP1-AGT01,319,1.810546875
2024-01-20 00:00:00.000,A24-0001,P1-SP1-AGT01,320,0.09375
2024-01-20 00:00:00.000,A24-0001,P1-SP1-AGT01,321,-1.0859375
2024-01-20 00:00:00.000,A24-0001,P1-SP1-AGT01,322,-1.53125
2024-01-20 00:00:00.000,A24-0001,P1-SP1-AGT01,323,-1.93359375
2024-01-20 00:00:00.000,A24-0001,P1-SP1-AGT01,324,-1.56640625
2024-01-20 00:00:00.000,A24-0001,P1-SP1-AGT01,325,-1.45703125
2024-01-20 00:00:00.000,A24-0001,P1-SP1-AGT01,326,-1.35546875
2024-01-20 00:00:00.000,A24-0001,P1-SP1-AGT01,327,-2.0
2024-01-20 00:00:00.000,A24-0001,P1-SP1-AGT01,328,-1.91796875
2024-01-20 00:00:00.000,A24-0001,P1-SP1-AGT01,329,-1.9921875
2024-01-20 00:00:00.000,A24-0001,P1-SP1-AGT01,330,-2.05859375
2024-01-20 00:00:00.000,A24-0001,P1-SP1-AGT01,331,-1.99609375
2024-01-20 00:00:00.000,A24-0001,P1-SP1-AGT01,332,-2.05078125
2024-01-20 00:00:00.000,A24-0001,P1-SP1-AGT01,333,-2.0
2024-01-20 00:00:00.000,A24-0001,P1-SP1-AGT01,334,-1.953125
2024-01-20 00:00:00.000,A24-0001,P1-SP1-AGT01,335,-1.99609375
2024-01-20 00:00:00.000,A24-0001,P1-SP1-AGT01,336,-2.03515625
2024-01-20 00:00:00.000,A24-0001,P1-SP1-AGT01,337,-2.0
2024-01-20 00:00:00.000,A24-0001,P1-SP1-AGT01,338,-1.96875
